Season,Race Name,Circuit,Location,Country,Date,Driver,Constructor,Final Position,Grid Position,Fastest Lap,Status
2020,Bahrain Grand Prix,Bahrain International Circuit,Sakhir,Bahrain,2020-11-29,Pérez,Racing Point,18,5,40,Engine
2020,Bahrain Grand Prix,Bahrain International Circuit,Sakhir,Bahrain,2020-11-29,Stroll,Racing Point,19,13,N/A,Collision
2020,Bahrain Grand Prix,Bahrain International Circuit,Sakhir,Bahrain,2020-11-29,Grosjean,Haas F1 Team,20,19,N/A,Collision
2020,Sakhir Grand Prix,Bahrain International Circuit,Sakhir,Bahrain,2020-12-06,Pérez,Racing Point,1,5,69,Finished
2020,Sakhir Grand Prix,Bahrain International Circuit,Sakhir,Bahrain,2020-12-06,Ocon,Renault,2,11,75,Finished
2020,Sakhir Grand Prix,Bahrain International Circuit,Sakhir,Bahrain,2020-12-06,Stroll,Racing Point,3,10,85,Finished
2020,Sakhir Grand Prix,Bahrain International Circuit,Sakhir,Bahrain,2020-12-06,Sainz,McLaren,4,8,80,Finished
2020,Sakhir Grand Prix,Bahrain International Circuit,Sakhir,Bahrain,2020-12-06,Ricciardo,Renault,5,7,57,Finished
2020,Sakhir Grand Prix,Bahrain International Circuit,Sakhir,Bahrain,2020-12-06,Albon,Red Bull,6,12,52,Finished
2020,Sakhir Grand Prix,Bahrain International Circuit,Sakhir,Bahrain,2020-12-06,Kvyat,AlphaTauri,7,6,80,Finished
2020,Sakhir Grand Prix,Bahrain International Circuit,Sakhir,Bahrain,2020-12-06,Bottas,Mercedes,8,1,60,Finished
2020,Sakhir Grand Prix,Bahrain International Circuit,Sakhir,Bahrain,2020-12-06,Russell,Mercedes,9,2,80,Finished
2020,Sakhir Grand Prix,Bahrain International Circuit,Sakhir,Bahrain,2020-12-06,Norris,McLaren,10,19,85,Finished
2020,Sakhir Grand Prix,Bahrain International Circuit,Sakhir,Bahrain,2020-12-06,Gasly,AlphaTauri,11,9,53,Finished
2020,Sakhir Grand Prix,Bahrain International Circuit,Sakhir,Bahrain,2020-12-06,Vettel,Ferrari,12,13,56,Finished
2020,Sakhir Grand Prix,Bahrain International Circuit,Sakhir,Bahrain,2020-12-06,Giovinazzi,Alfa Romeo,13,14,56,Finished
2020,Sakhir Grand Prix,Bahrain International Circuit,Sakhir,Bahrain,2020-12-06,Räikkönen,Alfa Romeo,14,18,56,Finished
2020,Sakhir Grand Prix,Bahrain International Circuit,Sakhir,Bahrain,2020-12-06,Magnussen,Haas F1 Team,15,15,57,Finished
2020,Sakhir Grand Prix,Bahrain International Circuit,Sakhir,Bahrain,2020-12-06,Aitken,Williams,16,17,56,Finished
2020,Sakhir Grand Prix,Bahrain International Circuit,Sakhir,Bahrain,2020-12-06,Fittipaldi,Haas F1 Team,17,20,56,Finished
2020,Sakhir Grand Prix,Bahrain International Circuit,Sakhir,Bahrain,2020-12-06,Latifi,Williams,18,16,29,Engine
2020,Sakhir Grand Prix,Bahrain International Circuit,Sakhir,Bahrain,2020-12-06,Verstappen,Red Bull,19,3,N/A,Accident
2020,Sakhir Grand Prix,Bahrain International Circuit,Sakhir,Bahrain,2020-12-06,Leclerc,Ferrari,20,4,N/A,Collision
2020,Abu Dhabi Grand Prix,Yas Marina Circuit,Abu Dhabi,UAE,2020-12-13,Verstappen,Red Bull,1,1,14,Finished
2020,Abu Dhabi Grand Prix,Yas Marina Circuit,Abu Dhabi,UAE,2020-12-13,Bottas,Mercedes,2,2,40,Finished
2020,Abu Dhabi Grand Prix,Yas Marina Circuit,Abu Dhabi,UAE,2020-12-13,Hamilton,Mercedes,3,3,37,Finished
2020,Abu Dhabi Grand Prix,Yas Marina Circuit,Abu Dhabi,UAE,2020-12-13,Albon,Red Bull,4,5,42,Finished
2020,Abu Dhabi Grand Prix,Yas Marina Circuit,Abu Dhabi,UAE,2020-12-13,Norris,McLaren,5,4,53,Finished
2020,Abu Dhabi Grand Prix,Yas Marina Circuit,Abu Dhabi,UAE,2020-12-13,Sainz,McLaren,6,6,48,Finished
2020,Abu Dhabi Grand Prix,Yas Marina Circuit,Abu Dhabi,UAE,2020-12-13,Ricciardo,Renault,7,11,55,Finished
2020,Abu Dhabi Grand Prix,Yas Marina Circuit,Abu Dhabi,UAE,2020-12-13,Gasly,AlphaTauri,8,9,53,Finished
2020,Abu Dhabi Grand Prix,Yas Marina Circuit,Abu Dhabi,UAE,2020-12-13,Ocon,Renault,9,10,47,Finished
2020,Abu Dhabi Grand Prix,Yas Marina Circuit,Abu Dhabi,UAE,2020-12-13,Stroll,Racing Point,10,8,41,Finished
2020,Abu Dhabi Grand Prix,Yas Marina Circuit,Abu Dhabi,UAE,2020-12-13,Kvyat,AlphaTauri,11,7,47,+1 Lap
2020,Abu Dhabi Grand Prix,Yas Marina Circuit,Abu Dhabi,UAE,2020-12-13,Räikkönen,Alfa Romeo,12,15,53,+1 Lap
2020,Abu Dhabi Grand Prix,Yas Marina Circuit,Abu Dhabi,UAE,2020-12-13,Leclerc,Ferrari,13,12,24,+1 Lap
2020,Abu Dhabi Grand Prix,Yas Marina Circuit,Abu Dhabi,UAE,2020-12-13,Vettel,Ferrari,14,13,37,+1 Lap
2020,Abu Dhabi Grand Prix,Yas Marina Circuit,Abu Dhabi,UAE,2020-12-13,Russell,Williams,15,16,54,+1 Lap
2020,Abu Dhabi Grand Prix,Yas Marina Circuit,Abu Dhabi,UAE,2020-12-13,Giovinazzi,Alfa Romeo,16,14,29,+1 Lap
2020,Abu Dhabi Grand Prix,Yas Marina Circuit,Abu Dhabi,UAE,2020-12-13,Latifi,Williams,17,18,49,+1 Lap
2020,Abu Dhabi Grand Prix,Yas Marina Circuit,Abu Dhabi,UAE,2020-12-13,Magnussen,Haas F1 Team,18,20,50,+1 Lap
2020,Abu Dhabi Grand Prix,Yas Marina Circuit,Abu Dhabi,UAE,2020-12-13,Fittipaldi,Haas F1 Team,19,17,50,+2 Laps
2020,Abu Dhabi Grand Prix,Yas Marina Circuit,Abu Dhabi,UAE,2020-12-13,Pérez,Racing Point,20,19,6,Transmission
2021,Bahrain Grand Prix,Bahrain International Circuit,Sakhir,Bahrain,2021-03-28,Hamilton,Mercedes,1,2,44,Finished
2021,Bahrain Grand Prix,Bahrain International Circuit,Sakhir,Bahrain,2021-03-28,Verstappen,Red Bull,2,1,41,Finished
2021,Bahrain Grand Prix,Bahrain International Circuit,Sakhir,Bahrain,2021-03-28,Bottas,Mercedes,3,3,56,Finished
2021,Bahrain Grand Prix,Bahrain International Circuit,Sakhir,Bahrain,2021-03-28,Norris,McLaren,4,7,38,Finished
2021,Bahrain Grand Prix,Bahrain International Circuit,Sakhir,Bahrain,2021-03-28,Pérez,Red Bull,5,0,44,Finished
2021,Bahrain Grand Prix,Bahrain International Circuit,Sakhir,Bahrain,2021-03-28,Leclerc,Ferrari,6,4,39,Finished
2021,Bahrain Grand Prix,Bahrain International Circuit,Sakhir,Bahrain,2021-03-28,Ricciardo,McLaren,7,6,36,Finished
2021,Bahrain Grand Prix,Bahrain International Circuit,Sakhir,Bahrain,2021-03-28,Sainz,Ferrari,8,8,48,Finished
2021,Bahrain Grand Prix,Bahrain International Circuit,Sakhir,Bahrain,2021-03-28,Tsunoda,AlphaTauri,9,13,38,Finished
2021,Bahrain Grand Prix,Bahrain International Circuit,Sakhir,Bahrain,2021-03-28,Stroll,Aston Martin,10,10,31,Finished
2021,Bahrain Grand Prix,Bahrain International Circuit,Sakhir,Bahrain,2021-03-28,Räikkönen,Alfa Romeo,11,14,45,Finished
2021,Bahrain Grand Prix,Bahrain International Circuit,Sakhir,Bahrain,2021-03-28,Giovinazzi,Alfa Romeo,12,12,32,+1 Lap
2021,Bahrain Grand Prix,Bahrain International Circuit,Sakhir,Bahrain,2021-03-28,Ocon,Alpine F1 Team,13,16,33,+1 Lap
2021,Bahrain Grand Prix,Bahrain International Circuit,Sakhir,Bahrain,2021-03-28,Russell,Williams,14,15,40,+1 Lap
2021,Bahrain Grand Prix,Bahrain International Circuit,Sakhir,Bahrain,2021-03-28,Vettel,Aston Martin,15,20,26,+1 Lap
2021,Bahrain Grand Prix,Bahrain International Circuit,Sakhir,Bahrain,2021-03-28,Schumacher,Haas F1 Team,16,18,38,+1 Lap
2021,Bahrain Grand Prix,Bahrain International Circuit,Sakhir,Bahrain,2021-03-28,Gasly,AlphaTauri,17,5,48,Retired
2021,Bahrain Grand Prix,Bahrain International Circuit,Sakhir,Bahrain,2021-03-28,Latifi,Williams,18,17,16,Retired
2021,Bahrain Grand Prix,Bahrain International Circuit,Sakhir,Bahrain,2021-03-28,Alonso,Alpine F1 Team,19,9,31,Brakes
2021,Bahrain Grand Prix,Bahrain International Circuit,Sakhir,Bahrain,2021-03-28,Mazepin,Haas F1 Team,20,19,N/A,Accident
2021,Emilia Romagna Grand Prix,Autodromo Enzo e Dino Ferrari,Imola,Italy,2021-04-18,Verstappen,Red Bull,1,3,60,Finished
2021,Emilia Romagna Grand Prix,Autodromo Enzo e Dino Ferrari,Imola,Italy,2021-04-18,Hamilton,Mercedes,2,1,60,Finished
2021,Emilia Romagna Grand Prix,Autodromo Enzo e Dino Ferrari,Imola,Italy,2021-04-18,Norris,McLaren,3,7,63,Finished
2021,Emilia Romagna Grand Prix,Autodromo Enzo e Dino Ferrari,Imola,Italy,2021-04-18,Leclerc,Ferrari,4,4,60,Finished
2021,Emilia Romagna Grand Prix,Autodromo Enzo e Dino Ferrari,Imola,Italy,2021-04-18,Sainz,Ferrari,5,11,60,Finished
2021,Emilia Romagna Grand Prix,Autodromo Enzo e Dino Ferrari,Imola,Italy,2021-04-18,Ricciardo,McLaren,6,6,54,Finished
2021,Emilia Romagna Grand Prix,Autodromo Enzo e Dino Ferrari,Imola,Italy,2021-04-18,Gasly,AlphaTauri,7,5,52,Finished
2021,Emilia Romagna Grand Prix,Autodromo Enzo e Dino Ferrari,Imola,Italy,2021-04-18,Stroll,Aston Martin,8,10,59,Finished
2021,Emilia Romagna Grand Prix,Autodromo Enzo e Dino Ferrari,Imola,Italy,2021-04-18,Ocon,Alpine F1 Team,9,9,62,Finished
2021,Emilia Romagna Grand Prix,Autodromo Enzo e Dino Ferrari,Imola,Italy,2021-04-18,Alonso,Alpine F1 Team,10,15,62,Finished
2021,Emilia Romagna Grand Prix,Autodromo Enzo e Dino Ferrari,Imola,Italy,2021-04-18,Pérez,Red Bull,11,2,62,Finished
2021,Emilia Romagna Grand Prix,Autodromo Enzo e Dino Ferrari,Imola,Italy,2021-04-18,Tsunoda,AlphaTauri,12,20,49,Finished
2021,Emilia Romagna Grand Prix,Autodromo Enzo e Dino Ferrari,Imola,Italy,2021-04-18,Räikkönen,Alfa Romeo,13,16,62,Finished
2021,Emilia Romagna Grand Prix,Autodromo Enzo e Dino Ferrari,Imola,Italy,2021-04-18,Giovinazzi,Alfa Romeo,14,17,57,+1 Lap
2021,Emilia Romagna Grand Prix,Autodromo Enzo e Dino Ferrari,Imola,Italy,2021-04-18,Vettel,Aston Martin,15,0,59,Gearbox
2021,Emilia Romagna Grand Prix,Autodromo Enzo e Dino Ferrari,Imola,Italy,2021-04-18,Schumacher,Haas F1 Team,16,18,58,+2 Laps
2021,Emilia Romagna Grand Prix,Autodromo Enzo e Dino Ferrari,Imola,Italy,2021-04-18,Mazepin,Haas F1 Team,17,19,55,+2 Laps
2021,Emilia Romagna Grand Prix,Autodromo Enzo e Dino Ferrari,Imola,Italy,2021-04-18,Bottas,Mercedes,18,8,30,Collision
2021,Emilia Romagna Grand Prix,Autodromo Enzo e Dino Ferrari,Imola,Italy,2021-04-18,Russell,Williams,19,12,28,Collision
2021,Emilia Romagna Grand Prix,Autodromo Enzo e Dino Ferrari,Imola,Italy,2021-04-18,Latifi,Williams,20,14,N/A,Collision
2021,Portuguese Grand Prix,Autódromo Internacional do Algarve,Portimão,Portugal,2021-05-02,Hamilton,Mercedes,1,2,47,Finished
2021,Portuguese Grand Prix,Autódromo Internacional do Algarve,Portimão,Portugal,2021-05-02,Verstappen,Red Bull,2,3,62,Finished
2021,Portuguese Grand Prix,Autódromo Internacional do Algarve,Portimão,Portugal,2021-05-02,Bottas,Mercedes,3,1,65,Finished
2021,Portuguese Grand Prix,Autódromo Internacional do Algarve,Portimão,Portugal,2021-05-02,Pérez,Red Bull,4,4,55,Finished
2021,Portuguese Grand Prix,Autódromo Internacional do Algarve,Portimão,Portugal,2021-05-02,Norris,McLaren,5,7,55,Finished
2021,Portuguese Grand Prix,Autódromo Internacional do Algarve,Portimão,Portugal,2021-05-02,Leclerc,Ferrari,6,8,63,Finished
2021,Portuguese Grand Prix,Autódromo Internacional do Algarve,Portimão,Portugal,2021-05-02,Ocon,Alpine F1 Team,7,6,34,Finished
2021,Portuguese Grand Prix,Autódromo Internacional do Algarve,Portimão,Portugal,2021-05-02,Alonso,Alpine F1 Team,8,13,66,Finished
2021,Portuguese Grand Prix,Autódromo Internacional do Algarve,Portimão,Portugal,2021-05-02,Ricciardo,McLaren,9,16,64,Finished
2021,Portuguese Grand Prix,Autódromo Internacional do Algarve,Portimão,Portugal,2021-05-02,Gasly,AlphaTauri,10,9,65,Finished
2021,Portuguese Grand Prix,Autódromo Internacional do Algarve,Portimão,Portugal,2021-05-02,Sainz,Ferrari,11,5,60,Finished
2021,Portuguese Grand Prix,Autódromo Internacional do Algarve,Portimão,Portugal,2021-05-02,Giovinazzi,Alfa Romeo,12,12,60,+1 Lap
2021,Portuguese Grand Prix,Autódromo Internacional do Algarve,Portimão,Portugal,2021-05-02,Vettel,Aston Martin,13,10,60,+1 Lap
2021,Portuguese Grand Prix,Autódromo Internacional do Algarve,Portimão,Portugal,2021-05-02,Stroll,Aston Martin,14,17,59,+1 Lap
2021,Portuguese Grand Prix,Autódromo Internacional do Algarve,Portimão,Portugal,2021-05-02,Tsunoda,AlphaTauri,15,14,61,+1 Lap
2021,Portuguese Grand Prix,Autódromo Internacional do Algarve,Portimão,Portugal,2021-05-02,Russell,Williams,16,11,60,+1 Lap
2021,Portuguese Grand Prix,Autódromo Internacional do Algarve,Portimão,Portugal,2021-05-02,Schumacher,Haas F1 Team,17,19,61,+2 Laps
2021,Portuguese Grand Prix,Autódromo Internacional do Algarve,Portimão,Portugal,2021-05-02,Latifi,Williams,18,18,60,+2 Laps
2021,Portuguese Grand Prix,Autódromo Internacional do Algarve,Portimão,Portugal,2021-05-02,Mazepin,Haas F1 Team,19,20,64,+2 Laps
2021,Portuguese Grand Prix,Autódromo Internacional do Algarve,Portimão,Portugal,2021-05-02,Räikkönen,Alfa Romeo,20,15,N/A,Collision damage
2021,Spanish Grand Prix,Circuit de Barcelona-Catalunya,Montmeló,Spain,2021-05-09,Hamilton,Mercedes,1,1,54,Finished
2021,Spanish Grand Prix,Circuit de Barcelona-Catalunya,Montmeló,Spain,2021-05-09,Verstappen,Red Bull,2,2,62,Finished
2021,Spanish Grand Prix,Circuit de Barcelona-Catalunya,Montmeló,Spain,2021-05-09,Bottas,Mercedes,3,3,65,Finished
2021,Spanish Grand Prix,Circuit de Barcelona-Catalunya,Montmeló,Spain,2021-05-09,Leclerc,Ferrari,4,4,64,Finished
2021,Spanish Grand Prix,Circuit de Barcelona-Catalunya,Montmeló,Spain,2021-05-09,Pérez,Red Bull,5,8,60,Finished
2021,Spanish Grand Prix,Circuit de Barcelona-Catalunya,Montmeló,Spain,2021-05-09,Ricciardo,McLaren,6,7,60,Finished
2021,Spanish Grand Prix,Circuit de Barcelona-Catalunya,Montmeló,Spain,2021-05-09,Sainz,Ferrari,7,6,53,Finished
2021,Spanish Grand Prix,Circuit de Barcelona-Catalunya,Montmeló,Spain,2021-05-09,Norris,McLaren,8,9,56,+1 Lap
2021,Spanish Grand Prix,Circuit de Barcelona-Catalunya,Montmeló,Spain,2021-05-09,Ocon,Alpine F1 Team,9,5,46,+1 Lap
2021,Spanish Grand Prix,Circuit de Barcelona-Catalunya,Montmeló,Spain,2021-05-09,Gasly,AlphaTauri,10,12,64,+1 Lap
2021,Spanish Grand Prix,Circuit de Barcelona-Catalunya,Montmeló,Spain,2021-05-09,Stroll,Aston Martin,11,11,47,+1 Lap
2021,Spanish Grand Prix,Circuit de Barcelona-Catalunya,Montmeló,Spain,2021-05-09,Räikkönen,Alfa Romeo,12,17,54,+1 Lap
2021,Spanish Grand Prix,Circuit de Barcelona-Catalunya,Montmeló,Spain,2021-05-09,Vettel,Aston Martin,13,13,56,+1 Lap
2021,Spanish Grand Prix,Circuit de Barcelona-Catalunya,Montmeló,Spain,2021-05-09,Russell,Williams,14,15,30,+1 Lap
2021,Spanish Grand Prix,Circuit de Barcelona-Catalunya,Montmeló,Spain,2021-05-09,Giovinazzi,Alfa Romeo,15,14,42,+1 Lap
2021,Spanish Grand Prix,Circuit de Barcelona-Catalunya,Montmeló,Spain,2021-05-09,Latifi,Williams,16,19,57,+1 Lap
2021,Spanish Grand Prix,Circuit de Barcelona-Catalunya,Montmeló,Spain,2021-05-09,Alonso,Alpine F1 Team,17,10,63,+1 Lap
2021,Spanish Grand Prix,Circuit de Barcelona-Catalunya,Montmeló,Spain,2021-05-09,Schumacher,Haas F1 Team,18,18,54,+2 Laps
2021,Spanish Grand Prix,Circuit de Barcelona-Catalunya,Montmeló,Spain,2021-05-09,Mazepin,Haas F1 Team,19,20,45,+2 Laps
2021,Spanish Grand Prix,Circuit de Barcelona-Catalunya,Montmeló,Spain,2021-05-09,Tsunoda,AlphaTauri,20,16,5,Electrical
2021,Monaco Grand Prix,Circuit de Monaco,Monte-Carlo,Monaco,2021-05-23,Verstappen,Red Bull,1,2,58,Finished
2021,Monaco Grand Prix,Circuit de Monaco,Monte-Carlo,Monaco,2021-05-23,Sainz,Ferrari,2,4,35,Finished
2021,Monaco Grand Prix,Circuit de Monaco,Monte-Carlo,Monaco,2021-05-23,Norris,McLaren,3,5,76,Finished
2021,Monaco Grand Prix,Circuit de Monaco,Monte-Carlo,Monaco,2021-05-23,Pérez,Red Bull,4,9,32,Finished
2021,Monaco Grand Prix,Circuit de Monaco,Monte-Carlo,Monaco,2021-05-23,Vettel,Aston Martin,5,8,33,Finished
2021,Monaco Grand Prix,Circuit de Monaco,Monte-Carlo,Monaco,2021-05-23,Gasly,AlphaTauri,6,6,71,Finished
2021,Monaco Grand Prix,Circuit de Monaco,Monte-Carlo,Monaco,2021-05-23,Hamilton,Mercedes,7,7,69,Finished
2021,Monaco Grand Prix,Circuit de Monaco,Monte-Carlo,Monaco,2021-05-23,Stroll,Aston Martin,8,13,74,+1 Lap
2021,Monaco Grand Prix,Circuit de Monaco,Monte-Carlo,Monaco,2021-05-23,Ocon,Alpine F1 Team,9,11,41,+1 Lap
2021,Monaco Grand Prix,Circuit de Monaco,Monte-Carlo,Monaco,2021-05-23,Giovinazzi,Alfa Romeo,10,10,41,+1 Lap
2021,Monaco Grand Prix,Circuit de Monaco,Monte-Carlo,Monaco,2021-05-23,Räikkönen,Alfa Romeo,11,14,55,+1 Lap
2021,Monaco Grand Prix,Circuit de Monaco,Monte-Carlo,Monaco,2021-05-23,Ricciardo,McLaren,12,12,43,+1 Lap
2021,Monaco Grand Prix,Circuit de Monaco,Monte-Carlo,Monaco,2021-05-23,Alonso,Alpine F1 Team,13,17,70,+1 Lap
2021,Monaco Grand Prix,Circuit de Monaco,Monte-Carlo,Monaco,2021-05-23,Russell,Williams,14,15,59,+1 Lap
2021,Monaco Grand Prix,Circuit de Monaco,Monte-Carlo,Monaco,2021-05-23,Latifi,Williams,15,18,66,+1 Lap
2021,Monaco Grand Prix,Circuit de Monaco,Monte-Carlo,Monaco,2021-05-23,Tsunoda,AlphaTauri,16,16,66,+1 Lap
2021,Monaco Grand Prix,Circuit de Monaco,Monte-Carlo,Monaco,2021-05-23,Mazepin,Haas F1 Team,17,19,64,+3 Laps
2021,Monaco Grand Prix,Circuit de Monaco,Monte-Carlo,Monaco,2021-05-23,Schumacher,Haas F1 Team,18,20,51,+3 Laps
2021,Monaco Grand Prix,Circuit de Monaco,Monte-Carlo,Monaco,2021-05-23,Bottas,Mercedes,19,3,18,Wheel nut
2021,Monaco Grand Prix,Circuit de Monaco,Monte-Carlo,Monaco,2021-05-23,Leclerc,Ferrari,20,1,N/A,Driveshaft
2021,Azerbaijan Grand Prix,Baku City Circuit,Baku,Azerbaijan,2021-06-06,Pérez,Red Bull,1,6,45,Finished
2021,Azerbaijan Grand Prix,Baku City Circuit,Baku,Azerbaijan,2021-06-06,Vettel,Aston Martin,2,11,41,Finished
2021,Azerbaijan Grand Prix,Baku City Circuit,Baku,Azerbaijan,2021-06-06,Gasly,AlphaTauri,3,4,44,Finished
2021,Azerbaijan Grand Prix,Baku City Circuit,Baku,Azerbaijan,2021-06-06,Leclerc,Ferrari,4,1,46,Finished
2021,Azerbaijan Grand Prix,Baku City Circuit,Baku,Azerbaijan,2021-06-06,Norris,McLaren,5,9,41,Finished
2021,Azerbaijan Grand Prix,Baku City Circuit,Baku,Azerbaijan,2021-06-06,Alonso,Alpine F1 Team,6,8,42,Finished
2021,Azerbaijan Grand Prix,Baku City Circuit,Baku,Azerbaijan,2021-06-06,Tsunoda,AlphaTauri,7,7,46,Finished
2021,Azerbaijan Grand Prix,Baku City Circuit,Baku,Azerbaijan,2021-06-06,Sainz,Ferrari,8,5,42,Finished
2021,Azerbaijan Grand Prix,Baku City Circuit,Baku,Azerbaijan,2021-06-06,Ricciardo,McLaren,9,13,43,Finished
2021,Azerbaijan Grand Prix,Baku City Circuit,Baku,Azerbaijan,2021-06-06,Räikkönen,Alfa Romeo,10,14,43,Finished
2021,Azerbaijan Grand Prix,Baku City Circuit,Baku,Azerbaijan,2021-06-06,Giovinazzi,Alfa Romeo,11,20,44,Finished
2021,Azerbaijan Grand Prix,Baku City Circuit,Baku,Azerbaijan,2021-06-06,Bottas,Mercedes,12,10,43,Finished
2021,Azerbaijan Grand Prix,Baku City Circuit,Baku,Azerbaijan,2021-06-06,Schumacher,Haas F1 Team,13,17,41,Finished
2021,Azerbaijan Grand Prix,Baku City Circuit,Baku,Azerbaijan,2021-06-06,Mazepin,Haas F1 Team,14,18,40,Finished
2021,Azerbaijan Grand Prix,Baku City Circuit,Baku,Azerbaijan,2021-06-06,Hamilton,Mercedes,15,2,43,Finished
2021,Azerbaijan Grand Prix,Baku City Circuit,Baku,Azerbaijan,2021-06-06,Latifi,Williams,16,16,42,Finished
2021,Azerbaijan Grand Prix,Baku City Circuit,Baku,Azerbaijan,2021-06-06,Russell,Williams,17,15,43,Gearbox
2021,Azerbaijan Grand Prix,Baku City Circuit,Baku,Azerbaijan,2021-06-06,Verstappen,Red Bull,18,3,44,Accident
2021,Azerbaijan Grand Prix,Baku City Circuit,Baku,Azerbaijan,2021-06-06,Stroll,Aston Martin,19,19,28,Accident
2021,Azerbaijan Grand Prix,Baku City Circuit,Baku,Azerbaijan,2021-06-06,Ocon,Alpine F1 Team,20,12,2,Turbo
2021,French Grand Prix,Circuit Paul Ricard,Le Castellet,France,2021-06-20,Verstappen,Red Bull,1,1,35,Finished
2021,French Grand Prix,Circuit Paul Ricard,Le Castellet,France,2021-06-20,Hamilton,Mercedes,2,2,44,Finished
2021,French Grand Prix,Circuit Paul Ricard,Le Castellet,France,2021-06-20,Pérez,Red Bull,3,4,53,Finished
2021,French Grand Prix,Circuit Paul Ricard,Le Castellet,France,2021-06-20,Bottas,Mercedes,4,3,19,Finished
2021,French Grand Prix,Circuit Paul Ricard,Le Castellet,France,2021-06-20,Norris,McLaren,5,8,52,Finished
2021,French Grand Prix,Circuit Paul Ricard,Le Castellet,France,2021-06-20,Ricciardo,McLaren,6,10,45,Finished
2021,French Grand Prix,Circuit Paul Ricard,Le Castellet,France,2021-06-20,Gasly,AlphaTauri,7,6,44,Finished
2021,French Grand Prix,Circuit Paul Ricard,Le Castellet,France,2021-06-20,Alonso,Alpine F1 Team,8,9,44,Finished
2021,French Grand Prix,Circuit Paul Ricard,Le Castellet,France,2021-06-20,Vettel,Aston Martin,9,12,52,Finished
2021,French Grand Prix,Circuit Paul Ricard,Le Castellet,France,2021-06-20,Stroll,Aston Martin,10,19,44,Finished
2021,French Grand Prix,Circuit Paul Ricard,Le Castellet,France,2021-06-20,Sainz,Ferrari,11,5,19,Finished
2021,French Grand Prix,Circuit Paul Ricard,Le Castellet,France,2021-06-20,Russell,Williams,12,14,52,+1 Lap
2021,French Grand Prix,Circuit Paul Ricard,Le Castellet,France,2021-06-20,Tsunoda,AlphaTauri,13,0,18,+1 Lap
2021,French Grand Prix,Circuit Paul Ricard,Le Castellet,France,2021-06-20,Ocon,Alpine F1 Team,14,11,33,+1 Lap
2021,French Grand Prix,Circuit Paul Ricard,Le Castellet,France,2021-06-20,Giovinazzi,Alfa Romeo,15,13,36,+1 Lap
2021,French Grand Prix,Circuit Paul Ricard,Le Castellet,France,2021-06-20,Leclerc,Ferrari,16,7,43,+1 Lap
2021,French Grand Prix,Circuit Paul Ricard,Le Castellet,France,2021-06-20,Räikkönen,Alfa Romeo,17,17,46,+1 Lap
2021,French Grand Prix,Circuit Paul Ricard,Le Castellet,France,2021-06-20,Latifi,Williams,18,16,50,+1 Lap
2021,French Grand Prix,Circuit Paul Ricard,Le Castellet,France,2021-06-20,Schumacher,Haas F1 Team,19,15,51,+1 Lap
2021,French Grand Prix,Circuit Paul Ricard,Le Castellet,France,2021-06-20,Mazepin,Haas F1 Team,20,18,34,+1 Lap
2021,Styrian Grand Prix,Red Bull Ring,Spielberg,Austria,2021-06-27,Verstappen,Red Bull,1,1,68,Finished
2021,Styrian Grand Prix,Red Bull Ring,Spielberg,Austria,2021-06-27,Hamilton,Mercedes,2,2,71,Finished
2021,Styrian Grand Prix,Red Bull Ring,Spielberg,Austria,2021-06-27,Bottas,Mercedes,3,5,43,Finished
2021,Styrian Grand Prix,Red Bull Ring,Spielberg,Austria,2021-06-27,Pérez,Red Bull,4,4,57,Finished
2021,Styrian Grand Prix,Red Bull Ring,Spielberg,Austria,2021-06-27,Norris,McLaren,5,3,65,+1 Lap
2021,Styrian Grand Prix,Red Bull Ring,Spielberg,Austria,2021-06-27,Sainz,Ferrari,6,12,64,+1 Lap
2021,Styrian Grand Prix,Red Bull Ring,Spielberg,Austria,2021-06-27,Leclerc,Ferrari,7,7,64,+1 Lap
2021,Styrian Grand Prix,Red Bull Ring,Spielberg,Austria,2021-06-27,Stroll,Aston Martin,8,9,32,+1 Lap
2021,Styrian Grand Prix,Red Bull Ring,Spielberg,Austria,2021-06-27,Alonso,Alpine F1 Team,9,8,61,+1 Lap
2021,Styrian Grand Prix,Red Bull Ring,Spielberg,Austria,2021-06-27,Tsunoda,AlphaTauri,10,11,41,+1 Lap
2021,Styrian Grand Prix,Red Bull Ring,Spielberg,Austria,2021-06-27,Räikkönen,Alfa Romeo,11,18,57,+1 Lap
2021,Styrian Grand Prix,Red Bull Ring,Spielberg,Austria,2021-06-27,Vettel,Aston Martin,12,14,64,+1 Lap
2021,Styrian Grand Prix,Red Bull Ring,Spielberg,Austria,2021-06-27,Ricciardo,McLaren,13,13,45,+1 Lap
2021,Styrian Grand Prix,Red Bull Ring,Spielberg,Austria,2021-06-27,Ocon,Alpine F1 Team,14,17,70,+1 Lap
2021,Styrian Grand Prix,Red Bull Ring,Spielberg,Austria,2021-06-27,Giovinazzi,Alfa Romeo,15,15,39,+1 Lap
2021,Styrian Grand Prix,Red Bull Ring,Spielberg,Austria,2021-06-27,Schumacher,Haas F1 Team,16,19,57,+2 Laps
2021,Styrian Grand Prix,Red Bull Ring,Spielberg,Austria,2021-06-27,Latifi,Williams,17,16,34,+3 Laps
2021,Styrian Grand Prix,Red Bull Ring,Spielberg,Austria,2021-06-27,Mazepin,Haas F1 Team,18,20,39,+3 Laps
